Faktor:3632 Corr:46.10
Pos	Time_ms	SampleAX_Out	SampleAX_Out_raw	SampleBX_Out	SampleBX_Out_raw	Encoderzähler Encoder0	Encoderzähler Encoder0_raw	Encoderzähler Encoder1	Encoderzähler Encoder1_raw
85	8.50	56.307	204507	0.000	0	-0.030	-110	-0.030	-110	
86	8.60	55.629	202045	0.000	0	-0.031	-111	-0.031	-111	
87	8.70	54.952	199585	0.000	0	-0.031	-112	-0.031	-112	
88	8.80	54.275	197126	0.000	0	-0.031	-113	-0.031	-113	
89	8.90	53.577	194593	0.000	0	-0.032	-115	-0.032	-115	
90	9.00	52.901	192137	0.000	0	-0.032	-116	-0.032	-116	
91	9.10	52.226	189684	0.000	0	-0.032	-117	-0.032	-117	
92	9.20	51.550	187230	0.000	0	-0.032	-118	-0.032	-118	
93	9.30	50.855	184704	0.000	0	-0.033	-120	-0.033	-120	
94	9.40	50.180	182255	0.000	0	-0.033	-121	-0.033	-121	
95	9.50	49.506	179807	0.000	0	-0.034	-122	-0.034	-122	
96	9.60	48.832	177359	0.000	0	-0.034	-123	-0.034	-123	
97	9.70	48.138	174838	0.000	0	-0.034	-125	-0.034	-125	
98	9.80	47.465	172393	0.000	0	-0.035	-126	-0.035	-126	
99	9.90	46.792	169949	0.000	0	-0.035	-127	-0.035	-127	
100	10.00	46.119	167505	0.000	0	-0.035	-128	-0.035	-128	
101	10.10	45.425	164985	0.000	0	-0.036	-130	-0.036	-130	
102	10.20	44.752	162541	0.000	0	-0.036	-131	-0.036	-131	
103	10.30	44.079	160096	0.000	0	-0.036	-132	-0.036	-132	
104	10.40	43.406	157651	0.000	0	-0.037	-133	-0.037	-133	
105	10.50	42.712	155129	0.000	0	-0.037	-135	-0.037	-135	
106	10.60	42.038	152682	0.000	0	-0.037	-136	-0.037	-136	
107	10.70	41.364	150233	0.000	0	-0.038	-137	-0.038	-137	
108	10.80	40.689	147782	0.000	0	-0.038	-138	-0.038	-138	
109	10.90	39.993	145254	0.000	0	-0.039	-140	-0.039	-140	
110	11.00	39.317	142800	0.000	0	-0.039	-141	-0.039	-141	
111	11.10	38.641	140344	0.000	0	-0.039	-142	-0.039	-142	
112	11.20	37.964	137887	0.000	0	-0.039	-143	-0.039	-143	
113	11.30	37.267	135353	0.000	0	-0.040	-145	-0.040	-145	
114	11.40	36.589	132893	0.000	0	-0.040	-146	-0.040	-146	
115	11.50	35.912	130431	0.000	0	-0.040	-147	-0.040	-147	
116	11.60	35.213	127892	0.000	0	-0.041	-149	-0.041	-149	
117	11.70	34.534	125429	0.000	0	-0.041	-150	-0.041	-150	
118	11.80	33.855	122962	0.000	0	-0.042	-151	-0.042	-151	
119	11.90	33.176	120495	0.000	0	-0.042	-152	-0.042	-152	
120	12.00	32.475	117950	0.000	0	-0.042	-154	-0.042	-154	
121	12.10	31.795	115479	0.000	0	-0.043	-155	-0.043	-155	
122	12.20	31.114	113007	0.000	0	-0.043	-156	-0.043	-156	
123	12.30	30.412	110456	0.000	0	-0.044	-158	-0.044	-158	
124	12.40	29.730	107981	0.000	0	-0.044	-159	-0.044	-159	
125	12.50	29.048	105503	0.000	0	-0.044	-160	-0.044	-160	
126	12.60	28.345	102948	0.000	0	-0.045	-162	-0.045	-162	
127	12.70	27.662	100468	0.000	0	-0.045	-163	-0.045	-163	
128	12.80	26.979	97986	0.000	0	-0.045	-164	-0.045	-164	
129	12.90	26.274	95427	0.000	0	-0.046	-166	-0.046	-166	
130	13.00	25.590	92942	0.000	0	-0.046	-167	-0.046	-167	
131	13.10	24.906	90457	0.000	0	-0.046	-168	-0.046	-168	
